"","neurosynth","brainmap","neuroquery"
"bayes_adjusted_80",0.0735962831158561,0.0679324894514768,0.0666303108422983
"bayes_adjusted_85",0.0664315448658649,0.0632781602460817,0.0602262837249782
"bayes_adjusted_90",0.0546935111567068,0.0533712564831855,0.050016092693917
"bayes_707",0.00258815917178907,0.00206374684705343,0.00235714866292774
"fwe",8.13338755591704e-05,NA,8.17394147457904e-05
"bayes_adjusted_95",0.0306605491224237,0.0312221231043711,0.0286027798098025
