"","neurosynth","brainmap","neuroquery"
"bayes_adjusted_80",0.08212317076583,0.0335280121133463,0.0886361824800064
"bayes_adjusted_85",0.0841647480173958,0.0371707275149327,0.0900211034066928
"bayes_adjusted_90",0.0821181294240514,0.0421801478825902,0.0881770026305358
"bayes_707",0.0235421345977872,0.0325870646766169,0.0230620015805733
"fwe",NA,NA,NA
"bayes_adjusted_95",0.0698160535117057,0.0461607543780871,0.0753541884567843
