"","neurosynth","brainmap","neuroquery"
"bayes_adjusted_80",0.0761163574241921,0.0460526315789474,0.0819147069147069
"bayes_adjusted_85",0.0666557484441533,0.0469128622661626,0.0724738675958188
"bayes_adjusted_90",0.0563424614416116,0.0455352612886859,0.0603947590395321
"bayes_707",0.0235421345977872,0.0325870646766169,0.0230620015805733
"fwe",NA,NA,NA
"bayes_adjusted_95",0.0402472224266058,0.0404293381037567,0.0412111017661901
